,a_tm,h_tm,sgoals,mqij,sim_ascore,sim_hscore
Cleveland Cavaliers vs Denver Nuggets,Cleveland Cavaliers,Denver Nuggets,212.52280792355867,4.409165158986074,109.0,105.0
Cleveland Cavaliers vs Indiana Pacers,Cleveland Cavaliers,Indiana Pacers,202.28833628246406,1.776097557510988,102.0,101.0
Cleveland Cavaliers vs Memphis Grizzlies,Cleveland Cavaliers,Memphis Grizzlies,198.0966658564384,2.0650015937668393,101.0,99.0
Cleveland Cavaliers vs Miami Heat,Cleveland Cavaliers,Miami Heat,198.34384412423384,2.0095000821684565,101.0,99.0
Cleveland Cavaliers vs New York Knicks,Cleveland Cavaliers,New York Knicks,201.98181700565266,7.380039988668937,105.0,98.0
Cleveland Cavaliers vs Phoenix Suns,Cleveland Cavaliers,Phoenix Suns,211.95053818406308,6.6590577897173,109.0,103.0
Cleveland Cavaliers vs Portland Trail Blazers,Cleveland Cavaliers,Portland Trail Blazers,209.5730716134887,1.0456859691705342,106.0,104.0
Cleveland Cavaliers vs Sacramento Kings,Cleveland Cavaliers,Sacramento Kings,210.73360797551737,5.553716379879194,109.0,103.0
Cleveland Cavaliers vs Toronto Raptors,Cleveland Cavaliers,Toronto Raptors,204.67041925915208,-0.807700666301542,103.0,104.0
Cleveland Cavaliers vs Utah Jazz,Cleveland Cavaliers,Utah Jazz,193.96140800069162,0.1615165846968054,97.0,97.0
Cleveland Cavaliers vs Dallas Mavericks,Cleveland Cavaliers,Dallas Mavericks,204.61566964049558,2.5743819614803276,104.0,101.0
Cleveland Cavaliers vs Los Angeles Clippers,Cleveland Cavaliers,Los Angeles Clippers,208.73058335565014,-2.4232258645896256,103.0,106.0
Cleveland Cavaliers vs Minnesota Timberwolves,Cleveland Cavaliers,Minnesota Timberwolves,208.5481031142055,6.650671729827902,108.0,101.0
Cleveland Cavaliers vs Orlando Magic,Cleveland Cavaliers,Orlando Magic,204.0478677539682,6.6776078314421135,106.0,99.0
Cleveland Cavaliers vs Chicago Bulls,Cleveland Cavaliers,Chicago Bulls,202.76408130401393,1.7602235459384503,103.0,101.0
Cleveland Cavaliers vs Milwaukee Bucks,Cleveland Cavaliers,Milwaukee Bucks,202.08604986321853,3.7098677921437404,103.0,99.0
Cleveland Cavaliers vs Atlanta Hawks,Cleveland Cavaliers,Atlanta Hawks,202.73789005709318,-0.17852548715416106,101.0,102.0
Cleveland Cavaliers vs Detroit Pistons,Cleveland Cavaliers,Detroit Pistons,201.9529575776088,2.85252787025548,103.0,100.0
Cleveland Cavaliers vs Golden State Warriors,Cleveland Cavaliers,Golden State Warriors,215.12332454016348,-7.906174040372488,104.0,112.0
Cleveland Cavaliers vs Houston Rockets,Cleveland Cavaliers,Houston Rockets,214.24832708249863,-0.3188369803572595,107.0,108.0
Cleveland Cavaliers vs Oklahoma City Thunder,Cleveland Cavaliers,Oklahoma City Thunder,210.68368400425908,-1.510892964386732,105.0,107.0
Cleveland Cavaliers vs Philadelphia 76ers,Cleveland Cavaliers,Philadelphia 76ers,203.26690057110494,10.483137342065085,107.0,97.0
Cleveland Cavaliers vs Washington Wizards,Cleveland Cavaliers,Washington Wizards,207.26241512881376,1.3403345777237408,105.0,104.0
Cleveland Cavaliers vs Brooklyn Nets,Cleveland Cavaliers,Brooklyn Nets,207.47701351048346,7.689445664866927,108.0,101.0
Dallas Mavericks vs Los Angeles Lakers,Dallas Mavericks,Los Angeles Lakers,206.99559740980845,4.664894741878324,106.0,102.0
Dallas Mavericks vs New Orleans Pelicans,Dallas Mavericks,New Orleans Pelicans,204.82392645594166,-1.5931659545454901,102.0,103.0
Dallas Mavericks vs San Antonio Spurs,Dallas Mavericks,San Antonio Spurs,199.0458224313063,-11.211463238572499,94.0,106.0
Dallas Mavericks vs Boston Celtics,Dallas Mavericks,Boston Celtics,206.25903654096578,-4.770852327306242,101.0,106.0
Dallas Mavericks vs Charlotte Hornets,Dallas Mavericks,Charlotte Hornets,200.40181745964384,-3.0752792385106655,99.0,102.0
Dallas Mavericks vs Denver Nuggets,Dallas Mavericks,Denver Nuggets,210.99960376004395,-0.9917501007306324,105.0,106.0
Dallas Mavericks vs Indiana Pacers,Dallas Mavericks,Indiana Pacers,200.76513211894934,-3.6248177022057173,100.0,103.0
Dallas Mavericks vs Memphis Grizzlies,Dallas Mavericks,Memphis Grizzlies,196.5734616929238,-3.3359136659498665,97.0,101.0
Dallas Mavericks vs Miami Heat,Dallas Mavericks,Miami Heat,196.82063996071923,-3.3914151775482493,97.0,101.0
Dallas Mavericks vs New York Knicks,Dallas Mavericks,New York Knicks,200.458612842138,1.9791247289522311,101.0,100.0
Dallas Mavericks vs Phoenix Suns,Dallas Mavericks,Phoenix Suns,210.42733402054836,1.2581425300005944,106.0,105.0
Dallas Mavericks vs Portland Trail Blazers,Dallas Mavericks,Portland Trail Blazers,208.04986744997404,-4.355229290546172,103.0,107.0
Dallas Mavericks vs Sacramento Kings,Dallas Mavericks,Sacramento Kings,209.2104038120027,0.1528011201624877,105.0,105.0
Dallas Mavericks vs Toronto Raptors,Dallas Mavericks,Toronto Raptors,203.14721509563736,-6.208615926018248,99.0,105.0
Dallas Mavericks vs Utah Jazz,Dallas Mavericks,Utah Jazz,192.438203837177,-5.239398675019901,94.0,99.0
Dallas Mavericks vs Cleveland Cavaliers,Dallas Mavericks,Cleveland Cavaliers,204.61566964049558,-8.227448557953084,99.0,107.0
Dallas Mavericks vs Los Angeles Clippers,Dallas Mavericks,Los Angeles Clippers,207.20737919213542,-7.8241411243063315,100.0,108.0
Dallas Mavericks vs Minnesota Timberwolves,Dallas Mavericks,Minnesota Timberwolves,207.0248989506909,1.2497564701111972,104.0,103.0
Dallas Mavericks vs Orlando Magic,Dallas Mavericks,Orlando Magic,202.5246635904536,1.2766925717254067,102.0,101.0
Dallas Mavericks vs Chicago Bulls,Dallas Mavericks,Chicago Bulls,201.24087714049926,-3.6406917137782555,100.0,103.0
Dallas Mavericks vs Milwaukee Bucks,Dallas Mavericks,Milwaukee Bucks,200.56284569970393,-1.6910474675729654,99.0,101.0
Dallas Mavericks vs Atlanta Hawks,Dallas Mavericks,Atlanta Hawks,201.21468589357852,-5.579440746870867,98.0,104.0
Dallas Mavericks vs Detroit Pistons,Dallas Mavericks,Detroit Pistons,200.42975341409414,-2.548387389461226,100.0,102.0
Dallas Mavericks vs Golden State Warriors,Dallas Mavericks,Golden State Warriors,213.60012037664882,-13.307089300089192,101.0,114.0
Dallas Mavericks vs Houston Rockets,Dallas Mavericks,Houston Rockets,212.7251229189839,-5.719752240073966,104.0,109.0
Dallas Mavericks vs Oklahoma City Thunder,Dallas Mavericks,Oklahoma City Thunder,209.16047984074447,-6.911808224103437,102.0,109.0
Dallas Mavericks vs Philadelphia 76ers,Dallas Mavericks,Philadelphia 76ers,201.74369640759028,5.08222208234838,104.0,99.0
Dallas Mavericks vs Washington Wizards,Dallas Mavericks,Washington Wizards,205.73921096529904,-4.060580681992965,101.0,105.0
Dallas Mavericks vs Brooklyn Nets,Dallas Mavericks,Brooklyn Nets,205.95380934696885,2.28853040515022,104.0,102.0
Los Angeles Clippers vs Los Angeles Lakers,Los Angeles Clippers,Los Angeles Lakers,211.11051112496295,9.662502567948279,111.0,101.0
Los Angeles Clippers vs New Orleans Pelicans,Los Angeles Clippers,New Orleans Pelicans,208.93884017109616,3.404441871524463,107.0,103.0
Los Angeles Clippers vs San Antonio Spurs,Los Angeles Clippers,San Antonio Spurs,203.1607361464608,-6.2138554125025465,99.0,105.0
Los Angeles Clippers vs Boston Celtics,Los Angeles Clippers,Boston Celtics,210.37395025612028,0.22675549876371148,106.0,105.0
Los Angeles Clippers vs Charlotte Hornets,Los Angeles Clippers,Charlotte Hornets,204.51673117479834,1.9223285875592881,104.0,102.0
Los Angeles Clippers vs Denver Nuggets,Los Angeles Clippers,Denver Nuggets,215.1145174751985,4.005857725339322,110.0,106.0
Los Angeles Clippers vs Indiana Pacers,Los Angeles Clippers,Indiana Pacers,204.8800458341039,1.372790123864236,103.0,102.0
Los Angeles Clippers vs Memphis Grizzlies,Los Angeles Clippers,Memphis Grizzlies,200.6883754080783,1.6616941601200872,102.0,101.0
Los Angeles Clippers vs Miami Heat,Los Angeles Clippers,Miami Heat,200.93555367587373,1.6061926485217044,102.0,100.0
Los Angeles Clippers vs New York Knicks,Los Angeles Clippers,New York Knicks,204.5735265572925,6.976732555022185,106.0,99.0
Los Angeles Clippers vs Phoenix Suns,Los Angeles Clippers,Phoenix Suns,214.54224773570292,6.255750356070548,111.0,105.0
Los Angeles Clippers vs Portland Trail Blazers,Los Angeles Clippers,Portland Trail Blazers,212.16478116512855,0.6423785355237821,106.0,106.0
Los Angeles Clippers vs Sacramento Kings,Los Angeles Clippers,Sacramento Kings,213.3253175271572,5.150408946232442,110.0,105.0
Los Angeles Clippers vs Toronto Raptors,Los Angeles Clippers,Toronto Raptors,207.26212881079192,-1.2110080999482942,103.0,105.0
Los Angeles Clippers vs Utah Jazz,Los Angeles Clippers,Utah Jazz,196.5531175523315,-0.24179084894994674,98.0,99.0
Los Angeles Clippers vs Cleveland Cavaliers,Los Angeles Clippers,Cleveland Cavaliers,208.73058335565014,-3.22984073188313,103.0,107.0
Los Angeles Clippers vs Dallas Mavericks,Los Angeles Clippers,Dallas Mavericks,207.20737919213542,2.1710745278335755,105.0,103.0
Los Angeles Clippers vs Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,211.1398126658454,6.24736429618115,109.0,103.0
Los Angeles Clippers vs Orlando Magic,Los Angeles Clippers,Orlando Magic,206.6395773056081,6.274300397795361,107.0,101.0
Los Angeles Clippers vs Chicago Bulls,Los Angeles Clippers,Chicago Bulls,205.35579085565377,1.3569161122916982,104.0,102.0
Los Angeles Clippers vs Milwaukee Bucks,Los Angeles Clippers,Milwaukee Bucks,204.67775941485843,3.3065603584969883,105.0,101.0
Los Angeles Clippers vs Atlanta Hawks,Los Angeles Clippers,Atlanta Hawks,205.32959960873308,-0.5818329208009132,103.0,103.0
Los Angeles Clippers vs Detroit Pistons,Los Angeles Clippers,Detroit Pistons,204.5446671292487,2.449220436608728,104.0,102.0
Los Angeles Clippers vs Golden State Warriors,Los Angeles Clippers,Golden State Warriors,217.71503409180337,-8.30948147401924,105.0,114.0
Los Angeles Clippers vs Houston Rockets,Los Angeles Clippers,Houston Rockets,216.84003663413847,-0.7221444140040116,108.0,109.0
Los Angeles Clippers vs Oklahoma City Thunder,Los Angeles Clippers,Oklahoma City Thunder,213.27539355589897,-1.914200398033484,107.0,109.0
Los Angeles Clippers vs Philadelphia 76ers,Los Angeles Clippers,Philadelphia 76ers,205.85861012274478,10.079829908418333,108.0,98.0
Los Angeles Clippers vs Washington Wizards,Los Angeles Clippers,Washington Wizards,209.8541246804536,0.9370271440769886,106.0,105.0
Los Angeles Clippers vs Brooklyn Nets,Los Angeles Clippers,Brooklyn Nets,210.06872306212335,7.286138231220175,109.0,102.0
Minnesota Timberwolves vs Los Angeles Lakers,Minnesota Timberwolves,Los Angeles Lakers,210.92803088351837,0.5886049735307499,107.0,106.0
Minnesota Timberwolves vs New Orleans Pelicans,Minnesota Timberwolves,New Orleans Pelicans,208.75635992965164,-5.669455722893065,102.0,108.0
Minnesota Timberwolves vs San Antonio Spurs,Minnesota Timberwolves,San Antonio Spurs,202.97825590501628,-15.287753006920074,94.0,109.0
Minnesota Timberwolves vs Boston Celtics,Minnesota Timberwolves,Boston Celtics,210.19147001467576,-8.847142095653817,101.0,110.0
Minnesota Timberwolves vs Charlotte Hornets,Minnesota Timberwolves,Charlotte Hornets,204.33425093335376,-7.1515690068582405,99.0,107.0
Minnesota Timberwolves vs Denver Nuggets,Minnesota Timberwolves,Denver Nuggets,214.93203723375393,-5.068039869078207,105.0,111.0
Minnesota Timberwolves vs Indiana Pacers,Minnesota Timberwolves,Indiana Pacers,204.69756559265932,-7.701107470553293,99.0,106.0
Minnesota Timberwolves vs Memphis Grizzlies,Minnesota Timberwolves,Memphis Grizzlies,200.5058951666337,-7.4122034342974406,97.0,104.0
Minnesota Timberwolves vs Miami Heat,Minnesota Timberwolves,Miami Heat,200.75307343442915,-7.467704945895823,97.0,105.0
Minnesota Timberwolves vs New York Knicks,Minnesota Timberwolves,New York Knicks,204.39104631584797,-2.097165039395344,102.0,104.0
Minnesota Timberwolves vs Phoenix Suns,Minnesota Timberwolves,Phoenix Suns,214.35976749425834,-2.8181472383469806,107.0,109.0
Minnesota Timberwolves vs Portland Trail Blazers,Minnesota Timberwolves,Portland Trail Blazers,211.98230092368402,-8.431519058893747,102.0,111.0
Minnesota Timberwolves vs Sacramento Kings,Minnesota Timberwolves,Sacramento Kings,213.1428372857127,-3.923488648185087,105.0,109.0
Minnesota Timberwolves vs Toronto Raptors,Minnesota Timberwolves,Toronto Raptors,207.07964856934734,-10.284905694365822,99.0,109.0
Minnesota Timberwolves vs Utah Jazz,Minnesota Timberwolves,Utah Jazz,196.37063731088693,-9.315688443367474,94.0,103.0
Minnesota Timberwolves vs Cleveland Cavaliers,Minnesota Timberwolves,Cleveland Cavaliers,208.5481031142055,-12.303738326300657,98.0,111.0
Minnesota Timberwolves vs Dallas Mavericks,Minnesota Timberwolves,Dallas Mavericks,207.0248989506909,-6.902823066583952,101.0,108.0
Minnesota Timberwolves vs Los Angeles Clippers,Minnesota Timberwolves,Los Angeles Clippers,211.1398126658454,-11.900430892653905,100.0,112.0
Minnesota Timberwolves vs Orlando Magic,Minnesota Timberwolves,Orlando Magic,206.45709706416352,-2.799597196622168,102.0,105.0
Minnesota Timberwolves vs Chicago Bulls,Minnesota Timberwolves,Chicago Bulls,205.17331061420924,-7.71698148212583,99.0,107.0
Minnesota Timberwolves vs Milwaukee Bucks,Minnesota Timberwolves,Milwaukee Bucks,204.49527917341385,-5.7673372359205395,100.0,106.0
Minnesota Timberwolves vs Atlanta Hawks,Minnesota Timberwolves,Atlanta Hawks,205.14711936728844,-9.65573051521844,98.0,108.0
Minnesota Timberwolves vs Detroit Pistons,Minnesota Timberwolves,Detroit Pistons,204.36218688780406,-6.624677157808801,99.0,106.0
Minnesota Timberwolves vs Golden State Warriors,Minnesota Timberwolves,Golden State Warriors,217.53255385035874,-17.383379068436767,101.0,118.0
Minnesota Timberwolves vs Houston Rockets,Minnesota Timberwolves,Houston Rockets,216.6575563926939,-9.796042008421539,104.0,114.0
Minnesota Timberwolves vs Oklahoma City Thunder,Minnesota Timberwolves,Oklahoma City Thunder,213.0929133144544,-10.988097992451012,102.0,113.0
Minnesota Timberwolves vs Philadelphia 76ers,Minnesota Timberwolves,Philadelphia 76ers,205.67612988130026,1.005932314000805,104.0,103.0
Minnesota Timberwolves vs Washington Wizards,Minnesota Timberwolves,Washington Wizards,209.67164443900901,-8.13687045034054,101.0,109.0
Minnesota Timberwolves vs Brooklyn Nets,Minnesota Timberwolves,Brooklyn Nets,209.88624282067877,-1.7877593631973547,105.0,106.0
Orlando Magic vs Los Angeles Lakers,Orlando Magic,Los Angeles Lakers,206.42779552328108,0.5616688719165404,104.0,104.0
Orlando Magic vs New Orleans Pelicans,Orlando Magic,New Orleans Pelicans,204.25612456941434,-5.696391824507274,100.0,105.0
Orlando Magic vs San Antonio Spurs,Orlando Magic,San Antonio Spurs,198.47802054477899,-15.314689108534283,92.0,107.0
Orlando Magic vs Boston Celtics,Orlando Magic,Boston Celtics,205.69123465443846,-8.874078197268027,99.0,108.0
Orlando Magic vs Charlotte Hornets,Orlando Magic,Charlotte Hornets,199.83401557311646,-7.17850510847245,97.0,104.0
Orlando Magic vs Denver Nuggets,Orlando Magic,Denver Nuggets,210.43180187351663,-5.094975970692417,103.0,108.0
Orlando Magic vs Indiana Pacers,Orlando Magic,Indiana Pacers,200.19733023242202,-7.728043572167502,97.0,105.0
Orlando Magic vs Memphis Grizzlies,Orlando Magic,Memphis Grizzlies,196.0056598063964,-7.43913953591165,95.0,102.0
Orlando Magic vs Miami Heat,Orlando Magic,Miami Heat,196.25283807419186,-7.494641047510033,95.0,102.0
Orlando Magic vs New York Knicks,Orlando Magic,New York Knicks,199.89081095561068,-2.1241011410095534,99.0,101.0
Orlando Magic vs Phoenix Suns,Orlando Magic,Phoenix Suns,209.85953213402104,-2.84508333996119,104.0,107.0
Orlando Magic vs Portland Trail Blazers,Orlando Magic,Portland Trail Blazers,207.48206556344672,-8.458455160507956,100.0,109.0
Orlando Magic vs Sacramento Kings,Orlando Magic,Sacramento Kings,208.6426019254754,-3.9504247497992964,103.0,106.0
Orlando Magic vs Toronto Raptors,Orlando Magic,Toronto Raptors,202.57941320911004,-10.311841795980031,97.0,107.0
Orlando Magic vs Utah Jazz,Orlando Magic,Utah Jazz,191.87040195064964,-9.342624544981684,92.0,101.0
Orlando Magic vs Cleveland Cavaliers,Orlando Magic,Cleveland Cavaliers,204.0478677539682,-12.330674427914868,96.0,109.0
Orlando Magic vs Dallas Mavericks,Orlando Magic,Dallas Mavericks,202.5246635904536,-6.929759168198162,99.0,106.0
Orlando Magic vs Los Angeles Clippers,Orlando Magic,Los Angeles Clippers,206.6395773056081,-11.927366994268116,98.0,110.0
Orlando Magic vs Minnesota Timberwolves,Orlando Magic,Minnesota Timberwolves,206.45709706416352,-2.8534693998505873,102.0,105.0
Orlando Magic vs Chicago Bulls,Orlando Magic,Chicago Bulls,200.67307525397194,-7.743917583740039,97.0,105.0
Orlando Magic vs Milwaukee Bucks,Orlando Magic,Milwaukee Bucks,199.99504381317655,-5.794273337534749,97.0,103.0
Orlando Magic vs Atlanta Hawks,Orlando Magic,Atlanta Hawks,200.64688400705114,-9.68266661683265,96.0,106.0
Orlando Magic vs Detroit Pistons,Orlando Magic,Detroit Pistons,199.86195152756676,-6.65161325942301,97.0,104.0
Orlando Magic vs Golden State Warriors,Orlando Magic,Golden State Warriors,213.03231849012144,-17.41031517005098,98.0,116.0
Orlando Magic vs Houston Rockets,Orlando Magic,Houston Rockets,212.1573210324566,-9.822978110035749,102.0,111.0
Orlando Magic vs Oklahoma City Thunder,Orlando Magic,Oklahoma City Thunder,208.5926779542171,-11.015034094065221,99.0,110.0
Orlando Magic vs Philadelphia 76ers,Orlando Magic,Philadelphia 76ers,201.17589452106296,0.9789962123865954,101.0,100.0
Orlando Magic vs Washington Wizards,Orlando Magic,Washington Wizards,205.17140907877172,-8.16380655195475,99.0,107.0
Orlando Magic vs Brooklyn Nets,Orlando Magic,Brooklyn Nets,205.38600746044148,-1.8146954648115643,102.0,104.0
Chicago Bulls vs Los Angeles Lakers,Chicago Bulls,Los Angeles Lakers,205.1440090733268,5.479053157420202,106.0,100.0
Chicago Bulls vs New Orleans Pelicans,Chicago Bulls,New Orleans Pelicans,202.97233811946,-0.7790075390036124,101.0,102.0
Chicago Bulls vs San Antonio Spurs,Chicago Bulls,San Antonio Spurs,197.19423409482465,-10.397304823030622,94.0,104.0
Chicago Bulls vs Boston Celtics,Chicago Bulls,Boston Celtics,204.40744820448413,-3.9566939117643645,100.0,104.0
Chicago Bulls vs Charlotte Hornets,Chicago Bulls,Charlotte Hornets,198.55022912316218,-2.261120822968788,99.0,101.0
Chicago Bulls vs Denver Nuggets,Chicago Bulls,Denver Nuggets,209.1480154235623,-0.17759168518875468,105.0,105.0
Chicago Bulls vs Indiana Pacers,Chicago Bulls,Indiana Pacers,198.91354378246768,-2.8106592866638396,98.0,101.0
Chicago Bulls vs Memphis Grizzlies,Chicago Bulls,Memphis Grizzlies,194.72187335644213,-2.5217552504079888,97.0,99.0
Chicago Bulls vs Miami Heat,Chicago Bulls,Miami Heat,194.96905162423758,-2.5772567620063715,96.0,99.0
Chicago Bulls vs New York Knicks,Chicago Bulls,New York Knicks,198.60702450565634,2.7932831444941084,101.0,99.0
Chicago Bulls vs Phoenix Suns,Chicago Bulls,Phoenix Suns,208.5757456840667,2.0723009455424717,106.0,104.0
Chicago Bulls vs Portland Trail Blazers,Chicago Bulls,Portland Trail Blazers,206.1982791134924,-3.5410708750042934,102.0,105.0
Chicago Bulls vs Sacramento Kings,Chicago Bulls,Sacramento Kings,207.35881547552106,0.9669595357043654,104.0,103.0
Chicago Bulls vs Toronto Raptors,Chicago Bulls,Toronto Raptors,201.2956267591557,-5.39445751047637,98.0,103.0
Chicago Bulls vs Utah Jazz,Chicago Bulls,Utah Jazz,190.58661550069536,-4.425240259478023,94.0,98.0
Chicago Bulls vs Cleveland Cavaliers,Chicago Bulls,Cleveland Cavaliers,202.76408130401393,-7.413290142411206,98.0,105.0
Chicago Bulls vs Dallas Mavericks,Chicago Bulls,Dallas Mavericks,201.24087714049926,-2.0123748826945,100.0,102.0
Chicago Bulls vs Los Angeles Clippers,Chicago Bulls,Los Angeles Clippers,205.35579085565377,-7.009982708764454,99.0,106.0
Chicago Bulls vs Minnesota Timberwolves,Chicago Bulls,Minnesota Timberwolves,205.17331061420924,2.0639148856530745,104.0,102.0
Chicago Bulls vs Orlando Magic,Chicago Bulls,Orlando Magic,200.67307525397194,2.090850987267284,102.0,100.0
Chicago Bulls vs Milwaukee Bucks,Chicago Bulls,Milwaukee Bucks,198.71125736322227,-0.8768890520310877,99.0,100.0
Chicago Bulls vs Atlanta Hawks,Chicago Bulls,Atlanta Hawks,199.36309755709686,-4.765282331328989,97.0,102.0
Chicago Bulls vs Detroit Pistons,Chicago Bulls,Detroit Pistons,198.57816507761248,-1.7342289739193482,99.0,101.0
Chicago Bulls vs Golden State Warriors,Chicago Bulls,Golden State Warriors,211.74853204016716,-12.492930884547315,100.0,112.0
Chicago Bulls vs Houston Rockets,Chicago Bulls,Houston Rockets,210.87353458250226,-4.905593824532088,104.0,109.0
Chicago Bulls vs Oklahoma City Thunder,Chicago Bulls,Oklahoma City Thunder,207.30889150426282,-6.09764980856156,101.0,107.0
Chicago Bulls vs Philadelphia 76ers,Chicago Bulls,Philadelphia 76ers,199.89210807110862,5.896380497890258,103.0,98.0
Chicago Bulls vs Washington Wizards,Chicago Bulls,Washington Wizards,203.88762262881738,-3.2464222664510873,101.0,104.0
Chicago Bulls vs Brooklyn Nets,Chicago Bulls,Brooklyn Nets,204.1022210104872,3.1026888206920975,104.0,101.0
Milwaukee Bucks vs Los Angeles Lakers,Milwaukee Bucks,Los Angeles Lakers,204.4659776325314,3.529408911214912,105.0,101.0
Milwaukee Bucks vs New Orleans Pelicans,Milwaukee Bucks,New Orleans Pelicans,202.29430667866467,-2.7286517852089025,100.0,103.0
Milwaukee Bucks vs San Antonio Spurs,Milwaukee Bucks,San Antonio Spurs,196.5162026540293,-12.346949069235912,93.0,105.0
Milwaukee Bucks vs Boston Celtics,Milwaukee Bucks,Boston Celtics,203.7294167636888,-5.906338157969655,100.0,106.0
Milwaukee Bucks vs Charlotte Hornets,Milwaukee Bucks,Charlotte Hornets,197.8721976823668,-4.210765069174078,97.0,101.0
Milwaukee Bucks vs Denver Nuggets,Milwaukee Bucks,Denver Nuggets,208.46998398276696,-2.1272359313940448,104.0,106.0
Milwaukee Bucks vs Indiana Pacers,Milwaukee Bucks,Indiana Pacers,198.23551234167235,-4.76030353286913,97.0,102.0
Milwaukee Bucks vs Memphis Grizzlies,Milwaukee Bucks,Memphis Grizzlies,194.04384191564674,-4.471399496613278,95.0,100.0
Milwaukee Bucks vs Miami Heat,Milwaukee Bucks,Miami Heat,194.29102018344219,-4.526901008211661,96.0,100.0
Milwaukee Bucks vs New York Knicks,Milwaukee Bucks,New York Knicks,197.928993064861,0.8436388982888183,100.0,99.0
Milwaukee Bucks vs Phoenix Suns,Milwaukee Bucks,Phoenix Suns,207.89771424327137,0.1226566993371816,105.0,104.0
Milwaukee Bucks vs Portland Trail Blazers,Milwaukee Bucks,Portland Trail Blazers,205.52024767269705,-5.490715121209584,100.0,106.0
Milwaukee Bucks vs Sacramento Kings,Milwaukee Bucks,Sacramento Kings,206.68078403472572,-0.9826847105009247,103.0,104.0
Milwaukee Bucks vs Toronto Raptors,Milwaukee Bucks,Toronto Raptors,200.61759531836037,-7.34410175668166,97.0,104.0
Milwaukee Bucks vs Utah Jazz,Milwaukee Bucks,Utah Jazz,189.90858405989997,-6.374884505683313,92.0,99.0
Milwaukee Bucks vs Cleveland Cavaliers,Milwaukee Bucks,Cleveland Cavaliers,202.08604986321853,-9.362934388616496,97.0,106.0
Milwaukee Bucks vs Dallas Mavericks,Milwaukee Bucks,Dallas Mavericks,200.56284569970393,-3.96201912889979,99.0,103.0
Milwaukee Bucks vs Los Angeles Clippers,Milwaukee Bucks,Los Angeles Clippers,204.67775941485843,-8.959626954969744,98.0,107.0
Milwaukee Bucks vs Minnesota Timberwolves,Milwaukee Bucks,Minnesota Timberwolves,204.49527917341385,0.11427063944778437,103.0,103.0
Milwaukee Bucks vs Orlando Magic,Milwaukee Bucks,Orlando Magic,199.99504381317655,0.14120674106199393,100.0,100.0
Milwaukee Bucks vs Chicago Bulls,Milwaukee Bucks,Chicago Bulls,198.71125736322227,-4.776177544441667,97.0,102.0
Milwaukee Bucks vs Atlanta Hawks,Milwaukee Bucks,Atlanta Hawks,198.68506611630147,-6.714926577534279,97.0,103.0
Milwaukee Bucks vs Detroit Pistons,Milwaukee Bucks,Detroit Pistons,197.9001336368171,-3.6838732201246382,98.0,102.0
Milwaukee Bucks vs Golden State Warriors,Milwaukee Bucks,Golden State Warriors,211.07050059937177,-14.442575130752605,99.0,113.0
Milwaukee Bucks vs Houston Rockets,Milwaukee Bucks,Houston Rockets,210.19550314170692,-6.855238070737377,102.0,109.0
Milwaukee Bucks vs Oklahoma City Thunder,Milwaukee Bucks,Oklahoma City Thunder,206.63086006346742,-8.04729405476685,100.0,108.0
Milwaukee Bucks vs Philadelphia 76ers,Milwaukee Bucks,Philadelphia 76ers,199.2140766303133,3.946736251684967,103.0,99.0
Milwaukee Bucks vs Washington Wizards,Milwaukee Bucks,Washington Wizards,203.20959118802205,-5.196066512656378,99.0,104.0
Milwaukee Bucks vs Brooklyn Nets,Milwaukee Bucks,Brooklyn Nets,203.4241895696918,1.1530445744868074,103.0,102.0
Atlanta Hawks vs Los Angeles Lakers,Atlanta Hawks,Los Angeles Lakers,205.117817826406,7.417802190512814,107.0,99.0
Atlanta Hawks vs New Orleans Pelicans,Atlanta Hawks,New Orleans Pelicans,202.94614687253926,1.159741494088999,103.0,102.0
Atlanta Hawks vs San Antonio Spurs,Atlanta Hawks,San Antonio Spurs,197.1680428479039,-8.45855578993801,95.0,103.0
Atlanta Hawks vs Boston Celtics,Atlanta Hawks,Boston Celtics,204.38125695756338,-2.017944878671753,102.0,104.0
Atlanta Hawks vs Charlotte Hornets,Atlanta Hawks,Charlotte Hornets,198.52403787624138,-0.32237178987617643,99.0,100.0
Atlanta Hawks vs Denver Nuggets,Atlanta Hawks,Denver Nuggets,209.1218241766416,1.7611573479038571,106.0,104.0
Atlanta Hawks vs Indiana Pacers,Atlanta Hawks,Indiana Pacers,198.887352535547,-0.8719102535712284,99.0,100.0
Atlanta Hawks vs Memphis Grizzlies,Atlanta Hawks,Memphis Grizzlies,194.69568210952133,-0.5830062173153774,98.0,98.0
Atlanta Hawks vs Miami Heat,Atlanta Hawks,Miami Heat,194.94286037731678,-0.6385077289137602,98.0,98.0
Atlanta Hawks vs New York Knicks,Atlanta Hawks,New York Knicks,198.5808332587356,4.732032177586721,102.0,98.0
Atlanta Hawks vs Phoenix Suns,Atlanta Hawks,Phoenix Suns,208.549554437146,4.011049978635084,107.0,103.0
Atlanta Hawks vs Portland Trail Blazers,Atlanta Hawks,Portland Trail Blazers,206.17208786657164,-1.6023218419116823,103.0,104.0
Atlanta Hawks vs Sacramento Kings,Atlanta Hawks,Sacramento Kings,207.3326242286003,2.905708568796977,106.0,103.0
